candidate_id,museum_id,canonical_name,municipality_code,municipality_name,candidate_name,candidate_name_normalized,address_raw,address_normalized,postal_code,latitude,longitude,source_id,source_url,source_authority,extraction_method,match_method,priority,retrieved_at,content_sha256,candidate_status,notes
LOC-ce46c5a2f24134,MUS-13a3749db7b4,府中市美術館,13206,府中市,府中市美術館,府中市美術館,東京都府中市浅間町1丁目3番地（都立府中の森公園内）,東京都府中市浅間町1丁目3番地（都立府中の森公園内）,183-0001,,,verified_override,https://www.city.fuchu.tokyo.jp/shisetu/komyunite/gekijo/bijyutukan.html,fuchu_city_official,verified_override,manual_exact_facility,120,2026-09-06T16:34:45+00:00,,accepted,府中市公式施設案内で所在地を確認 2026-09-06
LOC-f240285724d3dc,MUS-15e07137b701,公益社団法人 全国市有物件災害共済会 防災専門図書館,13101,千代田区,公益社団法人 全国市有物件災害共済会 防災専門図書館,全国市有物件災害共済会防災専門図書館,東京都 千代田区 平河町 2-4-1 日本都市センター会館8階,東京都千代田区平河町2-4-1日本都市センター会館8階,102-0093,,,facility_official_page,https://museum.net.city.chiyoda.lg.jp/list/shisetsu/36.php,facility_or_public_official,html_text,canonical_official_url,100,2026-09-06T16:34:45+00:00,7c51f5aa7cd04db69e521bc637b2465ef85396c2e3a57ee06e7aed3ea03bd43a,accepted,address_score=90
LOC-c6633b537d0947,MUS-1907164b27f6,出光興産ヒューマンギャラリー,13103,港区,出光興産ヒューマンギャラリー,出光興産ヒューマンギャラリー,東京都港区北青山1-3-6 SIビル青山7階,東京都港区北青山1-3-6SIビル青山7階,,,,existing_manifest,https://www.minato-rekishi.com/musenet/museumlist.html,existing_manifest_source,existing_manifest,canonical_source_record,110,2026-09-06T16:34:45+00:00,,accepted,
LOC-8018a5ae6c94ab,MUS-19c7ed10458b,国立科学博物館,13106,台東区,国立科学博物館,国立科学博物館,東京都台東区上野公園7-20,東京都台東区上野公園7-20,,,,existing_manifest,https://museum.bunka.go.jp/guide/,existing_manifest_source,existing_manifest,canonical_source_record,110,2026-09-06T16:34:45+00:00,,accepted,
LOC-52a5d18c43a034,MUS-1ac843667114,ポーラ文化研究所 化粧文化ギャラリー,13103,港区,ポーラ文化研究所 化粧文化ギャラリー,ポーラ文化研究所化粧文化ギャラリー,東京都港区南青山2-5-17 ポーラ青山ビルディング1階,東京都港区南青山2-5-17ポーラ青山ビルディング1階,,,,existing_manifest,https://www.minato-rekishi.com/musenet/museumlist.html,existing_manifest_source,existing_manifest,canonical_source_record,110,2026-09-06T16:34:45+00:00,,accepted,
LOC-53911c546e102c,MUS-1b0f2fc471fc,ちひろ美術館・東京,13120,練馬区,ちひろ美術館・東京,ちひろ美術館東京,東京都練馬区下石神井4-7-2,東京都練馬区下石神井4-7-2,177-0042,,,facility_official_page,https://chihiro.jp/tokyo/,facility_or_public_official,html_text,canonical_official_url,100,2026-09-06T16:34:45+00:00,9e7ac3e33088156222e437332c65092f44eaa92ef38644e3404a46fb2255536d,accepted,address_score=125
LOC-ca302b3910be8e,MUS-1b16e3f81318,学習院大学史料館,13116,豊島区,学習院大学史料館,学習院大学史料館,東京都豊島区目白1-5-1,東京都豊島区目白1-5-1,171-8588,,,facility_official_page,https://www.museum.univ.gakushuin.ac.jp/information/,facility_or_public_official,html_text,canonical_official_url,100,2026-09-06T16:34:45+00:00,528cdd14e6e70520619697b52443c5ea519c4ed9070be249cf5704726f3ed59d,accepted,address_score=90
LOC-3babc388f2d51b,MUS-1b51243fd2bf,文京区立森鴎外記念館,13105,文京区,文京区立森鴎外記念館,文京区立森鴎外記念館,東京都文京区千駄木1丁目23番4号,東京都文京区千駄木1丁目23番4号,,,,existing_manifest,https://www.city.bunkyo.lg.jp/b014/p004189.html,existing_manifest_source,existing_manifest,canonical_source_record,110,2026-09-06T16:34:45+00:00,,accepted,
LOC-ecb97d3aa4ca90,MUS-1c5d7eae0e01,明治神宮宝物殿（分館 明治神宮ミュージアム）,13113,渋谷区,明治神宮宝物殿（分館 明治神宮ミュージアム）,明治神宮宝物殿(分館明治神宮ミュージアム),東京都渋谷区代々木神園町1-1,東京都渋谷区代々木神園町1-1,151-8557,,,facility_official_page,https://www.meijijingu.or.jp/museum/houmotsuden/,facility_or_public_official,html_text,canonical_official_url,100,2026-09-06T16:34:45+00:00,3b55b5fdb178e9d42a38a1a02be65c7a510435fb1301fa58a1d95144ac4ff6f4,accepted,address_score=90
LOC-a1b757b38cbfd8,MUS-1cfcc3421af0,東京都江戸東京博物館（分館 江戸東京たてもの園）,13107,墨田区,東京都江戸東京博物館（分館 江戸東京たてもの園）,東京都江戸東京博物館(分館江戸東京たてもの園),東京都墨田区横網1-4-1,東京都墨田区横網1-4-1,130-0015,,,facility_official_page,https://www.edo-tokyo-museum.or.jp/,facility_or_public_official,html_text,canonical_official_url,100,2026-09-06T16:34:45+00:00,157c425510d568c0b209cfd55c0e5c9359d43e6811e34d916cd0ec9575f88532,accepted,address_score=90
