record_id,risk_type,risk_type_ja,depth_m,hazard_source,scenario,risk_class,risk_basis
132144100020,river_flooding,洪水浸水想定区域,0.23,野川・仙川・入間川・谷沢川・丸子川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.41,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,2.64,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.73,江東内部河川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,5.82,東京都高潮浸水想定区域図（令和6年12月19日）,,5m以上10m未満,PLATEAU building risk
19,river_flooding,洪水浸水想定区域,0.171,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
40,river_flooding,洪水浸水想定区域,0.171,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
19,river_flooding,洪水浸水想定区域,0.171,荒川水系神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
40,river_flooding,洪水浸水想定区域,0.171,荒川水系神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:335,river_flooding,洪水浸水想定区域,0.12,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:335,high_tide,高潮浸水想定,2.39,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
131156000000.0,river_flooding,洪水浸水想定区域,0.021,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
108,river_flooding,洪水浸水想定区域,0.01,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:366,river_flooding,洪水浸水想定区域,0.18,古川水系渋谷川・古川・目黒川水系目黒川・呑川水系呑川・立会川水系立会川・内川水系内川,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:366,river_flooding,洪水浸水想定区域,0.185,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:366,river_flooding,洪水浸水想定区域,0.41,多摩川水系多摩川・浅川・大栗川,L1（計画規模）,0.5m未満,PLATEAU building risk
official_export_002:366,river_flooding,洪水浸水想定区域,1.14,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
official_export_002:366,high_tide,高潮浸水想定,0.04,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk
49,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
144,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
22,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
49,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害特別警戒区域（指定済）,PLATEAU building risk
144,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害特別警戒区域（指定済）,PLATEAU building risk
22,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害特別警戒区域（指定済）,PLATEAU building risk
official_export_002:345,river_flooding,洪水浸水想定区域,0.081,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:345,high_tide,高潮浸水想定,0.03,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk
official_export_002:167,river_flooding,洪水浸水想定区域,0.013,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:315,river_flooding,洪水浸水想定区域,0.009,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:9,river_flooding,洪水浸水想定区域,0.075,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
132000000000.0,river_flooding,洪水浸水想定区域,0.01,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.16,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,2.07,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
official_export_002:23,river_flooding,洪水浸水想定区域,1.16,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
official_export_002:356,river_flooding,洪水浸水想定区域,0.23,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:104,river_flooding,洪水浸水想定区域,0.085,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:429,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:429,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害特別警戒区域（指定済）,PLATEAU building risk
official_export_002:4,river_flooding,洪水浸水想定区域,0.009,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.76,江東内部河川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,2.54,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
official_export_002:318,river_flooding,洪水浸水想定区域,0.276,野川・仙川・入間川・谷沢川・丸子川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:0,river_flooding,洪水浸水想定区域,0.1,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:1,river_flooding,洪水浸水想定区域,0.1,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.01,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:363,river_flooding,洪水浸水想定区域,0.293,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
132000000000.0,river_flooding,洪水浸水想定区域,1.22,荒川水系黒目川・落合川・柳瀬川・空堀川・奈良橋川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
132000000000.0,river_flooding,洪水浸水想定区域,1.22,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
132080100076,river_flooding,洪水浸水想定区域,0.1,野川・仙川・入間川・谷沢川・丸子川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
159,river_flooding,洪水浸水想定区域,0.002,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
159,river_flooding,洪水浸水想定区域,0.67,隅田川・新河岸川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
159,high_tide,高潮浸水想定,0.74,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
official_export_002:334,river_flooding,洪水浸水想定区域,0.11,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:334,high_tide,高潮浸水想定,2.24,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
official_export_001:24,river_flooding,洪水浸水想定区域,0.01,霞川・多摩川上流圏域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.36,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,0.1,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk
official_export_001:85,river_flooding,洪水浸水想定区域,0.07,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:88,river_flooding,洪水浸水想定区域,0.07,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,1.0,江東内部河川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,6.1,東京都高潮浸水想定区域図（令和6年12月19日）,,5m以上10m未満,PLATEAU building risk
official_export_002:326,river_flooding,洪水浸水想定区域,0.012,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
39,river_flooding,洪水浸水想定区域,0.011,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
132,river_flooding,洪水浸水想定区域,0.07,霞川・多摩川上流圏域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:312,river_flooding,洪水浸水想定区域,0.02,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:312,high_tide,高潮浸水想定,0.13,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk
19,river_flooding,洪水浸水想定区域,0.05,霞川・多摩川上流圏域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
19,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害警戒区域（指定済）,PLATEAU building risk
official_export_002:280,river_flooding,洪水浸水想定区域,0.019,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:272,river_flooding,洪水浸水想定区域,0.014,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
13104:144,river_flooding,洪水浸水想定区域,0.277,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
137,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.03,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,2.17,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
official_export_001:25,river_flooding,洪水浸水想定区域,0.01,霞川・多摩川上流圏域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:208,river_flooding,洪水浸水想定区域,0.006,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131075100122,river_flooding,洪水浸水想定区域,0.46,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131075100122,high_tide,高潮浸水想定,3.65,東京都高潮浸水想定区域図（令和6年12月19日）,,3m以上5m未満,PLATEAU building risk
13104:8,river_flooding,洪水浸水想定区域,0.01,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
132,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131075100075,river_flooding,洪水浸水想定区域,0.11,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131075100075,high_tide,高潮浸水想定,1.84,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
official_export_002:50,river_flooding,洪水浸水想定区域,0.021,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:50,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害特別警戒区域（指定済）,PLATEAU building risk
132136100016,river_flooding,洪水浸水想定区域,0.01,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:332,river_flooding,洪水浸水想定区域,0.348,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
13104:60,river_flooding,洪水浸水想定区域,0.007,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:268,river_flooding,洪水浸水想定区域,0.02,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:311,river_flooding,洪水浸水想定区域,0.02,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:311,high_tide,高潮浸水想定,0.03,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk
13104:26,river_flooding,洪水浸水想定区域,0.04,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:78,river_flooding,洪水浸水想定区域,0.01,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.1,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
132152100079,river_flooding,洪水浸水想定区域,0.22,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,0.5m未満,PLATEAU building risk
141,river_flooding,洪水浸水想定区域,0.03,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:193,high_tide,高潮浸水想定,1.44,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
official_export_002:337,high_tide,高潮浸水想定,1.44,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,2.06,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
15,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
95,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:472,river_flooding,洪水浸水想定区域,0.033,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
13104:188,river_flooding,洪水浸水想定区域,0.003,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:128,river_flooding,洪水浸水想定区域,0.05,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131156000000.0,river_flooding,洪水浸水想定区域,0.482,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
130,river_flooding,洪水浸水想定区域,0.04,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
196,river_flooding,洪水浸水想定区域,0.01,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
132101000000.0,river_flooding,洪水浸水想定区域,0.27,野川・仙川・入間川・谷沢川・丸子川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.59,江東内部河川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,1.12,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
131024000000.0,river_flooding,洪水浸水想定区域,0.03,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131024000000.0,high_tide,高潮浸水想定,0.39,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk
13104:108,river_flooding,洪水浸水想定区域,0.188,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:77,river_flooding,洪水浸水想定区域,0.038,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:256,river_flooding,洪水浸水想定区域,0.65,古川水系渋谷川・古川・目黒川水系目黒川・呑川水系呑川・立会川水系立会川・内川水系内川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
official_export_002:256,river_flooding,洪水浸水想定区域,0.653,城南地区河川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
official_export_002:256,high_tide,高潮浸水想定,0.73,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.08,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,0.49,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk
164,river_flooding,洪水浸水想定区域,0.29,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
164,high_tide,高潮浸水想定,0.53,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
29,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
16,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
143,river_flooding,洪水浸水想定区域,1.98,多摩川水系秋川・北秋川・養沢川・平井川・氷沢川・鯉川・玉の内川・北大久野川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
143,river_flooding,洪水浸水想定区域,1.98,秋川・平井川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
131067100075,river_flooding,洪水浸水想定区域,0.87,隅田川・新河岸川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
131067100075,high_tide,高潮浸水想定,1.14,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
official_export_001:192,river_flooding,洪水浸水想定区域,0.73,隅田川・新河岸川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
official_export_001:192,high_tide,高潮浸水想定,0.16,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.38,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,5.13,東京都高潮浸水想定区域図（令和6年12月19日）,,5m以上10m未満,PLATEAU building risk
131156000000.0,river_flooding,洪水浸水想定区域,0.168,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131156000000.0,river_flooding,洪水浸水想定区域,0.161,荒川水系神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:378,river_flooding,洪水浸水想定区域,0.005,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
1.32209E+11,river_flooding,洪水浸水想定区域,0.72,荒川水系黒目川・落合川・柳瀬川・空堀川・奈良橋川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
1.32209E+11,river_flooding,洪水浸水想定区域,0.72,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
13104:93,river_flooding,洪水浸水想定区域,0.052,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:287,river_flooding,洪水浸水想定区域,0.022,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.87,江東内部河川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,5.43,東京都高潮浸水想定区域図（令和6年12月19日）,,5m以上10m未満,PLATEAU building risk
98,river_flooding,洪水浸水想定区域,0.15,中川・綾瀬川圏域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
98,river_flooding,洪水浸水想定区域,1.883,利根川水系利根川,L1（計画規模）,0.5m以上3m未満,PLATEAU building risk
98,river_flooding,洪水浸水想定区域,2.519,利根川水系利根川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
98,river_flooding,洪水浸水想定区域,2.629,利根川水系江戸川,L1（計画規模）,0.5m以上3m未満,PLATEAU building risk
98,river_flooding,洪水浸水想定区域,3.282,利根川水系江戸川,L2（想定最大規模）,3m以上5m未満,PLATEAU building risk
98,high_tide,高潮浸水想定,2.38,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
5,river_flooding,洪水浸水想定区域,0.94,多摩川水系多摩川・浅川・大栗川,L1（計画規模）,0.5m以上3m未満,PLATEAU building risk
5,river_flooding,洪水浸水想定区域,2.2,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
13104:215,river_flooding,洪水浸水想定区域,0.057,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
13104:190,river_flooding,洪水浸水想定区域,0.005,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
13104:211,river_flooding,洪水浸水想定区域,0.005,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:190,river_flooding,洪水浸水想定区域,0.44,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.01,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,2.42,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
92,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
92,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害警戒区域（指定済）,PLATEAU building risk
13104:210,river_flooding,洪水浸水想定区域,1.556,神田川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
13104:210,river_flooding,洪水浸水想定区域,1.556,荒川水系神田川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
131156000000.0,river_flooding,洪水浸水想定区域,0.025,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
13104:213,river_flooding,洪水浸水想定区域,0.192,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131156000000.0,river_flooding,洪水浸水想定区域,0.022,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:222,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害警戒区域（指定済）,PLATEAU building risk
official_export_001:140,river_flooding,洪水浸水想定区域,4.84,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,3m以上5m未満,PLATEAU building risk
official_export_001:140,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害特別警戒区域（指定済）,PLATEAU building risk
20,river_flooding,洪水浸水想定区域,0.23,多摩川水系多摩川・浅川・大栗川,L1（計画規模）,0.5m未満,PLATEAU building risk
20,river_flooding,洪水浸水想定区域,0.98,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
20,river_flooding,洪水浸水想定区域,0.116,野川・仙川・入間川・谷沢川・丸子川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
132080100072,river_flooding,洪水浸水想定区域,0.05,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:93,river_flooding,洪水浸水想定区域,0.38,古川水系渋谷川・古川・目黒川水系目黒川・呑川水系呑川・立会川水系立会川・内川水系内川,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:93,river_flooding,洪水浸水想定区域,0.329,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_001:93,high_tide,高潮浸水想定,0.07,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m未満,PLATEAU building risk
142,river_flooding,洪水浸水想定区域,0.0,浅川圏域・大栗川・三沢川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:254,river_flooding,洪水浸水想定区域,0.01,秋川・平井川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:254,landslide,土砂災害警戒区域,,土石流,,土砂災害警戒区域（指定済）,PLATEAU building risk
official_export_002:254,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害特別警戒区域（指定済）,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,1.72,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
official_export_001:197,river_flooding,洪水浸水想定区域,0.716,神田川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,1.65,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
188,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害特別警戒区域（指定済）,PLATEAU building risk
224,river_flooding,洪水浸水想定区域,0.01,浅川圏域・大栗川・三沢川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.08,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,1.69,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.24,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,2.02,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
13104:159,river_flooding,洪水浸水想定区域,0.019,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
192,river_flooding,洪水浸水想定区域,1.07,多摩川水系多摩川・浅川・大栗川,L1（計画規模）,0.5m以上3m未満,PLATEAU building risk
192,river_flooding,洪水浸水想定区域,1.31,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
192,river_flooding,洪水浸水想定区域,0.062,野川・仙川・入間川・谷沢川・丸子川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
209,river_flooding,洪水浸水想定区域,0.044,野川・仙川・入間川・谷沢川・丸子川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
43,river_flooding,洪水浸水想定区域,0.071,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
44,river_flooding,洪水浸水想定区域,0.071,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
51,river_flooding,洪水浸水想定区域,0.071,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:200,river_flooding,洪水浸水想定区域,0.06,隅田川・新河岸川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131156000000.0,river_flooding,洪水浸水想定区域,0.014,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
42,river_flooding,洪水浸水想定区域,0.02,浅川圏域・大栗川・三沢川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
42,landslide,土砂災害警戒区域,,急傾斜地の崩落,,土砂災害特別警戒区域（指定済）,PLATEAU building risk
25,river_flooding,洪水浸水想定区域,0.004,神田川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
206,river_flooding,洪水浸水想定区域,0.822,神田川流域,L2（想定最大規模）,0.5m以上3m未満,PLATEAU building risk
131083000000.0,river_flooding,洪水浸水想定区域,0.12,江東内部河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
131083000000.0,high_tide,高潮浸水想定,2.14,東京都高潮浸水想定区域図（令和6年12月19日）,,0.5m以上3m未満,PLATEAU building risk
132000000000.0,river_flooding,洪水浸水想定区域,0.01,黒目川・落合川・柳瀬川・空堀川・奈良橋川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:261,river_flooding,洪水浸水想定区域,0.019,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
official_export_002:263,river_flooding,洪水浸水想定区域,0.019,城南地区河川流域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
190,river_flooding,洪水浸水想定区域,0.46,多摩川水系多摩川・浅川・大栗川,L2（想定最大規模）,0.5m未満,PLATEAU building risk
124,river_flooding,洪水浸水想定区域,0.21,中川・綾瀬川圏域,L2（想定最大規模）,0.5m未満,PLATEAU building risk
124,river_flooding,洪水浸水想定区域,1.0,利根川水系中川,L1（計画規模）,0.5m以上3m未満,PLATEAU building risk
